lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
188,0,90.95,7,28,4,5,2,0,0,0
101,2,70.99,4,9,4,5,2,0,0,1
14,0,64.05,2,3,4,16,6,3,0,0
207,0,98.1,10,4,4,1,0,3,0,0
16,1,103.36,9,27,4,3,0,3,0,1
0,0,205.0,9,27,2,1,0,0,3,0
52,0,37.33,12,5,3,1,2,0,0,1
78,0,48.33,3,25,3,4,2,0,0,1
6,0,162.33,9,18,4,1,2,0,0,0
81,2,130.5,7,18,4,2,1,0,0,1
40,2,94.5,10,5,4,2,1,0,0,1
206,1,127.47,6,9,4,5,2,0,3,0
26,1,108.58,11,11,4,2,2,0,3,1
221,1,96.0,8,12,3,1,0,1,0,1
1,1,121.5,6,14,4,4,0,3,0,1
7,0,125.8,12,29,4,3,1,0,3,1
12,0,104.0,5,11,3,4,0,0,0,1
17,1,176.33,10,10,4,2,1,0,5,1
2,1,103.0,3,8,4,1,0,0,0,1
89,1,87.3,4,8,4,2,1,0,0,1
123,2,105.61,12,26,4,3,1,0,3,1
67,1,82.45,3,29,4,5,0,0,0,1
112,1,120.0,6,2,3,3,0,0,0,1
35,0,162.45,3,18,4,2,0,0,5,1
83,1,79.2,11,19,4,1,1,3,0,1
346,0,90.0,9,13,3,2,0,1,0,1
5,0,130.0,1,28,4,3,1,0,0,1
7,3,143.0,9,20,4,1,0,0,0,1
2,1,67.0,4,20,2,1,0,0,0,1
169,2,118.25,4,23,4,2,2,0,0,0
199,0,73.45,6,3,4,2,0,3,0,0
191,0,98.1,10,5,4,4,1,3,0,0
2,2,130.0,2,3,4,4,0,0,3,1
42,1,107.41,10,2,4,1,2,0,3,1
1,1,106.0,2,1,4,0,1,0,3,1
205,2,85.5,10,18,4,4,0,3,0,0
1,0,84.0,5,10,4,1,0,0,0,0
26,0,77.0,11,16,2,3,0,0,0,0
20,0,65.0,6,29,2,1,0,0,0,1
150,1,107.57,8,10,4,4,0,0,3,1
7,1,140.0,8,22,4,1,1,0,0,0
60,1,65.0,10,12,3,1,1,0,0,1
69,0,69.99,10,25,4,3,0,0,0,0
1,2,106.0,8,25,4,1,0,0,0,1
87,1,89.25,9,18,4,2,1,0,0,1
108,0,82.4,4,18,4,4,1,0,0,0
1,4,0.0,8,12,4,2,0,0,1,1
49,1,75.95,3,8,4,4,0,0,0,1
2,1,111.0,11,22,4,1,0,0,0,1
18,1,80.85,9,5,4,1,1,0,0,1
4,1,93.0,2,25,4,3,0,0,0,1
60,1,65.0,10,12,3,3,1,0,0,1
3,1,120.0,10,16,4,0,1,3,0,1
0,0,96.0,8,9,4,0,2,3,0,1
0,0,79.0,2,15,4,0,1,3,0,1
252,2,81.43,12,28,4,4,1,0,0,1
116,0,61.0,2,28,4,1,2,0,0,0
61,0,135.9,9,18,4,1,2,0,0,0
23,1,95.0,9,5,4,1,2,0,0,1
101,2,90.0,11,26,4,1,2,0,0,1
224,1,114.9,9,4,4,4,2,0,0,0
20,1,89.0,1,30,4,1,2,0,0,1
1,1,41.0,1,21,2,1,0,0,3,1
70,0,75.95,3,3,4,3,2,0,0,1
36,1,61.75,2,12,4,2,1,0,3,1
0,1,109.0,10,1,2,1,0,0,0,1
48,0,135.9,7,27,4,2,0,0,0,1
20,0,101.2,9,24,4,2,2,3,0,1
296,1,117.0,9,21,3,4,0,1,0,0
14,0,116.0,8,8,3,5,2,1,0,0
6,0,163.67,7,4,4,2,1,0,0,0
7,1,78.0,12,17,4,1,1,3,0,1
95,1,141.32,5,22,4,3,2,0,3,0
50,0,63.75,3,5,4,5,2,3,0,0
0,0,75.0,7,27,3,2,1,0,0,1
180,1,98.1,10,10,4,0,1,3,0,0
64,1,132.3,10,14,4,2,1,0,3,1
3,1,246.25,11,9,4,4,0,0,5,1
97,0,89.25,9,3,4,3,0,0,0,1
2,1,95.0,4,20,4,1,0,0,0,1
58,1,92.75,10,10,4,1,2,0,0,1
39,0,81.9,3,14,4,2,1,0,0,1
114,0,130.0,10,13,3,2,0,0,2,1
95,2,151.2,10,17,4,2,1,0,3,1
4,1,82.9,1,10,4,0,2,0,0,1
83,1,84.58,4,5,4,4,0,0,0,1
39,0,85.0,10,24,3,3,1,0,0,1
18,0,65.0,1,16,4,2,2,3,0,1
0,0,145.0,10,19,3,1,1,0,0,1
55,1,82.47,10,29,4,1,0,0,0,1
292,0,115.0,7,21,3,2,0,1,0,0
5,0,96.0,12,19,4,2,1,0,0,1
172,0,106.0,8,16,2,3,0,0,4,0
303,1,78.0,8,19,3,3,2,0,0,1
52,1,140.4,5,4,4,1,0,0,3,1
4,0,88.0,3,7,3,3,1,1,0,1
75,0,131.4,7,1,4,2,1,0,3,0
48,0,87.3,10,9,3,2,0,0,3,1
38,0,55.59,1,15,4,2,1,0,0,1
1,1,110.0,6,2,2,2,0,0,0,1
220,1,143.1,9,3,4,1,1,0,0,0
76,0,105.3,3,24,4,3,0,0,0,0
2,1,197.0,5,27,4,1,0,0,3,1
219,0,108.0,9,4,4,1,0,1,0,0
61,0,125.8,10,9,3,1,2,0,4,1
203,0,58.14,8,3,4,4,0,3,0,0
88,1,85.0,9,12,3,0,1,0,0,1
137,0,89.75,9,12,3,1,1,0,0,1
60,1,99.9,6,21,4,3,0,0,0,1
66,2,95.46,9,5,4,3,1,0,3,1
11,2,141.0,8,20,4,1,1,0,0,1
38,4,179.3,10,20,4,1,0,0,5,1
30,1,83.16,10,25,4,3,2,0,0,1
28,2,104.5,8,30,4,4,0,3,0,1
6,0,79.0,7,12,2,1,0,0,0,1
41,0,85.67,3,13,2,1,2,0,0,1
100,1,150.3,8,25,4,3,1,0,3,1
55,0,126.0,8,29,4,8,3,0,3,1
62,1,99.45,4,5,4,4,0,0,0,1
42,0,79.64,9,8,3,7,2,1,0,1
3,0,110.0,10,23,0,1,2,0,3,1
2,0,109.0,6,2,2,1,0,0,4,1
36,1,78.3,2,13,4,2,2,0,0,1
70,2,137.7,4,9,4,1,2,0,3,1
10,0,120.0,11,10,4,1,0,0,0,0
0,0,79.0,7,5,2,1,0,0,0,1
159,0,144.0,9,19,3,2,1,0,0,0
143,0,100.3,6,2,4,3,2,0,0,0
308,2,78.3,11,23,4,3,0,0,0,0
87,1,135.27,8,8,4,1,1,0,3,1
4,2,168.5,6,16,4,3,2,0,0,1
5,3,239.0,9,24,4,1,1,0,5,1
16,1,120.0,12,29,4,3,0,3,0,1
46,0,75.0,11,11,3,2,0,0,0,1
37,2,88.0,12,2,4,2,0,3,0,1
143,0,140.7,8,18,4,3,0,0,3,0
212,2,96.3,10,16,4,1,2,0,0,1
184,0,152.15,9,4,4,3,2,1,0,0
93,0,109.35,7,14,4,3,1,0,0,0
33,1,83.9,3,2,4,4,0,0,0,0
99,0,140.4,5,26,4,3,0,0,3,1
47,2,161.1,7,17,4,3,2,0,3,1
117,1,99.45,5,13,4,2,2,3,0,1
14,1,122.96,11,7,4,5,1,0,3,1
129,0,126.9,6,2,4,3,0,0,0,0
10,2,136.67,11,3,4,3,0,0,0,1
53,2,89.4,5,18,4,1,0,3,0,1
91,1,107.1,8,21,4,0,2,3,0,1
14,1,72.0,5,18,3,4,0,0,0,1
227,2,102.85,10,4,4,5,0,0,0,0
1,2,45.0,4,28,3,1,0,0,0,1
81,0,126.9,5,18,4,2,0,0,0,0
10,0,66.0,2,4,2,1,0,0,0,1
168,2,72.25,8,12,3,3,2,0,0,1
43,0,85.5,8,31,3,4,0,0,0,1
157,2,114.3,5,23,4,2,1,0,3,0
14,1,78.54,9,4,4,3,2,0,3,1
10,0,110.0,9,26,0,3,1,0,3,1
160,0,80.1,10,29,4,1,0,3,0,0
12,0,47.92,1,16,4,3,2,3,0,1
0,1,0.0,1,20,1,1,0,0,6,1
35,0,60.0,1,13,3,4,0,0,0,1
172,0,108.9,10,4,4,3,0,0,0,0
2,1,129.0,5,13,4,1,0,3,0,1
47,0,123.3,3,28,4,2,1,0,3,0
141,0,118.06,7,3,3,2,2,1,3,0
68,0,121.5,5,10,4,3,0,0,0,0
9,0,63.75,9,10,3,3,1,0,3,1
177,0,80.75,10,14,3,2,1,0,0,1
3,1,138.5,8,22,3,1,2,1,0,1
66,1,119.07,10,3,4,1,1,0,3,0
59,1,79.2,11,25,4,2,1,3,0,1
16,1,102.0,1,27,4,1,0,0,0,1
3,0,90.67,6,10,3,2,1,0,0,1
60,0,48.0,9,21,3,1,1,0,0,0
21,2,107.42,8,30,4,1,0,0,0,1
19,0,90.0,6,22,2,2,0,0,0,1
23,1,75.0,10,21,3,3,0,0,3,1
6,2,105.0,9,13,4,0,1,0,0,1
12,1,156.0,8,22,4,2,1,0,3,1
51,1,123.3,9,1,4,3,1,0,3,0
17,0,187.0,7,9,4,1,1,0,3,0
43,0,68.47,3,8,4,5,1,0,0,0
22,1,87.0,11,14,4,1,2,0,0,1
19,0,85.5,10,7,2,1,0,0,0,1
163,2,122.4,12,26,4,2,1,0,3,1
10,2,110.17,9,5,4,4,2,3,0,1
48,1,137.7,4,11,4,2,1,0,3,0
19,2,82.8,2,7,4,1,2,0,3,1
10,0,152.53,9,29,4,3,0,0,3,1
151,0,70.0,1,19,3,2,0,0,0,1
34,0,48.4,3,3,3,3,2,0,0,1
15,2,77.35,11,22,4,5,2,3,0,0
3,0,132.0,10,19,2,2,1,0,0,1
17,2,158.0,9,25,4,2,2,0,0,1
119,2,129.96,10,16,4,3,2,0,3,1
68,0,90.95,4,17,3,3,2,0,3,1
8,1,96.0,3,8,4,1,0,0,0,1
27,0,136.0,9,19,3,0,1,0,0,0
33,1,105.0,10,25,3,3,2,0,3,1
82,1,72.25,11,2,4,3,1,0,0,0
94,0,90.0,11,4,4,2,1,0,0,0
221,0,187.0,7,2,4,2,2,0,5,0
0,0,125.1,5,24,2,1,0,0,0,1
118,0,96.3,6,28,4,3,0,0,0,0
0,1,73.0,11,30,2,1,0,0,0,1
44,2,110.13,11,4,4,2,1,0,3,1
134,0,90.9,6,30,4,3,0,0,0,0
80,0,100.0,4,10,3,1,2,1,0,0
57,1,158.4,10,17,4,3,1,0,3,1
0,1,130.0,10,12,4,2,0,3,0,1
68,1,105.3,7,18,4,1,1,0,0,1
30,1,170.63,9,18,2,3,2,0,4,0
232,1,105.25,7,12,4,4,0,0,1,0
4,1,161.0,5,28,4,1,0,0,0,1
4,1,110.53,2,25,4,11,4,0,3,0
21,0,112.67,2,27,4,1,2,0,3,0
210,0,0.0,10,8,4,3,1,1,0,0
172,0,123.25,5,26,4,3,1,0,3,0
26,1,117.67,9,17,4,3,0,0,0,0
168,1,171.9,11,7,4,3,1,0,0,0
16,0,102.33,6,12,4,1,2,3,0,1
76,1,125.1,9,27,4,3,0,3,0,1
2,2,89.0,4,5,4,1,0,3,0,1
17,1,70.0,3,17,2,2,0,0,0,1
107,1,92.28,5,12,4,3,2,0,0,1
101,0,62.0,1,1,3,3,2,0,3,1
67,2,151.2,10,17,4,3,1,0,3,1
41,1,105.3,4,11,4,3,1,0,0,1
116,0,112.5,5,14,4,1,2,0,0,1
20,1,92.67,12,9,4,2,1,3,0,1
103,1,113.05,12,27,3,3,0,0,4,1
184,2,128.7,10,17,4,3,1,0,3,0
5,1,128.0,3,21,4,4,1,0,0,1
2,1,115.0,9,2,4,1,0,3,3,1
137,0,105.3,5,5,4,3,0,0,0,0
44,0,60.0,11,5,3,3,2,0,3,1
5,1,120.6,2,28,4,3,2,0,3,1
95,2,72.25,12,5,4,1,0,0,0,1
79,0,75.0,11,13,3,2,0,0,0,1
3,0,66.0,2,29,2,2,1,0,0,1
32,1,49.67,2,22,3,5,1,0,0,1
3,0,65.0,11,5,2,1,0,0,0,1
5,3,124.5,9,3,4,2,0,3,3,1
22,0,90.0,10,28,3,2,0,0,0,1
89,0,183.3,7,21,4,3,0,0,5,0
15,0,86.0,2,18,3,3,0,0,0,1
119,1,114.3,8,16,4,2,0,0,0,1
182,0,99.3,8,24,4,3,0,0,0,0
213,0,80.75,8,8,4,3,1,3,0,0
3,0,139.0,7,8,4,2,0,3,0,0
0,2,0.0,4,26,1,2,0,0,3,1
39,1,156.6,10,16,4,2,0,3,5,1
53,2,79.2,12,16,4,1,0,3,0,1
0,0,75.0,8,10,4,0,1,3,0,0
37,1,81.9,3,1,4,2,0,0,0,0
5,1,91.0,2,12,4,2,0,0,0,0
11,2,109.67,4,16,4,1,2,0,0,1
30,0,104.4,8,28,4,0,1,0,0,0
4,0,103.0,4,10,4,0,2,0,0,1
122,2,150.45,6,13,4,4,1,0,3,1
24,2,146.0,6,9,4,2,0,0,3,1
125,2,80.75,10,20,4,5,1,0,0,1
94,1,85.5,4,13,4,2,0,3,0,1
20,2,196.0,10,27,4,3,0,0,5,1
78,1,128.8,7,4,4,6,3,0,3,1
5,3,127.4,10,30,4,3,2,0,0,1
95,1,93.08,4,5,4,4,0,0,3,1
213,0,123.25,8,23,4,5,1,1,0,0
180,1,120.0,10,10,3,2,1,0,0,0
34,1,94.5,6,26,4,0,1,0,0,1
2,1,108.0,2,26,4,1,0,0,3,1
82,1,85.5,4,8,4,2,0,3,0,1
24,1,95.0,5,8,2,3,2,0,0,1
45,0,72.9,1,23,4,1,1,0,0,0
56,0,79.2,3,22,4,3,0,0,0,1
100,2,92.65,4,25,4,4,1,0,0,1
65,0,159.3,8,29,4,3,1,0,3,0
23,0,61.0,1,11,4,0,1,3,0,1
116,1,81.9,4,17,4,1,2,0,0,1
20,4,196.67,11,11,4,4,2,0,5,1
216,0,75.0,4,24,3,3,2,0,3,1
82,0,124.6,7,24,4,1,2,0,0,0
335,1,90.0,10,13,3,3,0,0,0,0
7,2,78.63,11,17,4,3,1,3,0,1
112,0,105.3,7,18,4,2,1,0,0,0
0,0,95.0,6,6,0,2,1,0,0,1
21,3,124.25,8,29,4,3,1,0,0,1
279,1,80.75,10,10,3,2,1,0,0,1
34,0,100.2,10,7,4,3,0,0,0,1
12,1,163.67,4,1,4,2,1,0,3,1
191,2,131.75,8,8,4,3,1,1,0,0
83,2,90.0,11,2,4,3,0,0,0,1
2,0,169.33,8,15,4,2,1,3,0,1
17,3,73.88,10,1,4,2,0,0,0,1
23,1,91.63,10,16,4,2,2,3,0,1
33,2,207.9,8,24,4,3,0,0,5,1
238,1,107.0,9,20,3,4,0,0,3,0
2,1,138.67,9,12,4,1,2,0,0,1
58,0,99.45,4,11,4,3,1,0,0,1
32,0,96.0,12,4,4,0,2,0,0,1
7,0,151.0,8,7,4,2,2,0,0,0
1,0,101.0,4,13,4,1,0,0,0,1
46,0,75.0,11,11,3,2,1,0,0,1
151,0,200.0,6,27,3,0,1,0,4,0
166,0,117.18,6,16,4,5,2,0,3,0
111,1,159.3,8,13,4,5,2,0,3,1
42,2,104.0,11,29,4,3,0,0,0,1
36,1,81.08,4,12,4,2,0,0,0,1
2,1,249.0,9,2,4,1,0,0,5,1
45,0,99.79,4,24,4,3,2,0,0,1
47,1,150.3,7,2,4,1,1,0,3,0
27,1,127.0,2,18,4,1,0,0,3,1
4,1,0.0,1,9,1,1,1,2,3,1
154,2,78.99,10,31,4,0,1,0,0,1
31,0,94.5,4,24,4,0,1,3,0,0
47,2,120.95,1,20,4,4,1,0,4,1
152,0,108.12,6,19,4,3,2,0,0,0
4,0,66.0,1,30,3,1,2,0,0,1
55,0,129.6,10,21,4,2,2,0,4,1
99,1,93.78,4,10,4,4,2,0,3,0
141,2,105.3,7,17,4,1,2,0,0,1
37,1,96.3,10,22,4,3,0,0,0,1
4,2,147.33,12,28,4,3,0,0,0,1
0,1,113.0,6,22,4,2,0,3,0,1
28,0,133.17,9,29,4,3,0,0,0,1
11,1,114.0,10,23,4,2,0,3,0,1
163,2,123.3,10,26,4,3,0,0,3,0
108,0,110.75,5,8,3,0,2,1,0,0
0,0,79.0,3,21,2,0,1,0,0,1
7,2,107.03,8,31,4,1,0,0,0,1
23,0,114.75,6,15,4,1,0,0,0,0
8,1,127.4,10,30,4,3,2,0,0,1
3,1,228.33,8,15,4,2,1,1,0,1
65,1,105.61,12,26,4,3,1,0,3,1
92,2,76.5,8,7,4,4,2,0,0,0
228,0,80.75,8,27,4,4,2,3,0,0
66,1,149.4,9,8,4,3,1,0,3,0
157,0,87.13,7,16,4,2,2,3,0,0
93,2,117.9,8,12,4,2,1,0,0,0
175,0,126.9,9,11,4,0,1,0,0,0
23,1,133.5,6,17,4,2,2,0,0,1
29,1,89.9,11,17,4,3,1,0,0,1
118,1,104.4,10,29,4,1,2,0,3,1
51,1,99.0,9,5,4,0,1,3,0,1
157,2,121.5,7,14,4,2,0,0,0,0
0,4,0.0,9,8,1,1,0,0,4,1
85,0,119.7,8,3,4,3,0,0,0,0
174,2,115.8,7,21,4,3,0,0,3,0
83,0,83.59,5,18,4,2,0,3,0,1
38,1,120.7,12,21,4,4,1,1,0,1
94,0,105.3,7,14,4,3,0,0,0,0
29,0,85.0,12,2,2,2,0,0,0,1
78,2,142.2,7,20,4,2,0,0,3,1
167,1,72.25,7,25,3,1,1,0,0,1
258,0,96.3,10,29,4,1,2,0,0,0
26,0,75.0,10,14,3,4,1,0,3,1
44,0,233.1,9,3,4,1,2,1,5,0
44,3,96.3,10,31,4,1,0,0,0,1
7,0,67.0,11,9,2,1,0,0,0,1
1,0,0.0,8,20,1,1,0,0,0,1
19,1,89.89,12,6,4,4,0,0,0,1
49,0,75.0,11,9,3,3,0,0,0,1
112,1,103.53,5,14,4,3,2,0,0,1
92,2,108.0,10,6,4,3,0,3,0,0
50,1,135.9,9,8,4,3,1,0,0,0
219,1,96.3,10,29,4,1,2,0,0,0
55,1,93.6,11,25,4,1,0,0,0,1
132,2,162.0,9,22,4,3,0,0,3,1
26,1,128.33,11,12,4,1,2,0,3,1
7,2,81.0,2,5,4,1,0,3,0,1
41,1,149.4,9,18,4,1,2,0,3,0
3,0,88.0,11,28,2,0,1,0,0,1
17,2,106.0,12,28,4,0,1,0,0,1
64,0,140.4,5,27,4,2,0,0,3,0
346,0,3.0,9,13,4,2,0,1,0,0
7,0,88.4,12,13,4,10,4,0,0,1
6,1,0.0,9,23,4,1,0,0,3,1
146,0,65.0,12,29,3,3,0,0,0,1
28,0,109.0,5,19,2,2,0,0,0,1
118,2,189.0,8,1,4,4,1,1,3,1
20,1,74.8,2,8,4,1,1,0,0,1
92,0,149.4,9,9,4,2,2,0,3,0
47,2,81.0,12,24,4,1,0,0,0,1
82,1,79.2,12,9,4,2,0,3,0,1
1,2,135.75,9,6,4,2,2,0,0,1
6,0,67.0,11,16,2,1,0,0,0,1
0,1,102.4,9,8,3,2,0,0,0,1
130,1,100.8,8,24,4,2,0,0,0,1
64,2,144.9,9,18,4,1,2,0,0,1
19,0,148.0,12,30,4,1,0,0,3,1
131,3,162.0,8,1,4,1,1,1,3,1
67,1,142.2,7,20,4,2,0,0,3,0
1,1,169.0,9,20,4,1,0,0,0,1
101,0,80.0,4,4,3,2,1,0,0,0
43,1,140.4,5,21,4,2,2,0,3,1
51,1,118.8,10,4,4,3,0,0,0,1
243,0,89.2,9,20,4,2,2,0,0,0
30,1,146.4,6,29,4,3,0,0,3,1
27,0,105.49,4,20,4,2,0,0,3,0
77,1,93.6,11,19,4,1,1,0,0,1
18,0,129.0,6,12,4,0,2,0,0,1
126,0,114.3,5,7,4,1,2,0,3,1
107,1,120.0,6,10,3,2,0,0,0,1
89,1,127.8,7,14,4,2,0,0,3,0
95,2,84.6,11,20,4,0,2,0,0,0
129,3,114.75,5,22,4,5,4,0,3,1
162,0,112.0,7,14,4,3,0,0,0,0
44,0,66.24,12,25,4,2,2,0,0,1
1,0,104.0,4,23,4,1,1,3,0,1
108,2,108.0,10,17,4,3,1,3,0,1
95,0,59.5,11,6,3,3,2,3,0,1
92,0,90.95,4,7,3,3,1,0,3,1
3,1,0.0,9,12,1,1,0,0,1,1
11,0,95.0,5,9,0,10,5,0,0,0
8,0,103.0,3,6,4,2,2,0,0,1
37,1,74.8,12,2,4,2,2,3,0,1
18,0,85.0,7,17,3,1,2,0,0,1
32,0,161.33,10,15,4,1,2,0,3,0
324,0,87.3,11,21,4,2,1,0,3,0
212,1,129.65,9,26,4,3,1,0,0,0
47,1,207.9,8,22,4,3,1,0,5,0
53,1,61.5,2,27,3,4,2,0,0,1
79,3,120.6,7,24,4,4,2,0,3,1
28,0,57.0,2,26,3,2,1,0,0,1
151,0,72.25,8,5,3,2,1,0,0,1
24,1,74.8,2,12,4,2,1,0,0,1
105,0,75.0,10,12,3,3,0,0,0,1
3,0,240.0,10,11,4,1,0,0,5,0
31,1,197.65,9,5,4,2,1,0,6,1
14,0,116.49,6,9,4,3,0,0,1,1
230,2,83.78,5,12,4,3,1,0,0,1
53,1,96.3,2,28,4,0,2,0,3,0
195,0,80.75,7,25,4,3,1,3,0,0
0,0,77.5,1,7,4,1,0,3,0,1
71,0,152.1,8,19,4,1,0,0,3,0
24,0,285.17,5,21,4,1,2,0,6,0
7,0,148.0,3,23,4,3,0,0,3,1
101,0,54.06,4,12,4,5,1,3,0,1
26,1,75.0,10,19,3,3,1,0,3,1
31,0,103.05,8,28,4,0,2,3,0,1
3,0,86.0,1,19,4,1,0,0,0,1
19,2,99.0,9,12,4,0,1,0,0,1
7,2,237.0,9,9,4,3,2,0,5,1
31,0,97.71,5,8,4,2,2,0,0,0
1,0,78.41,8,17,4,1,0,3,0,1
35,1,76.5,10,26,3,1,1,0,0,1
23,1,91.0,2,13,4,1,0,0,0,1
16,0,90.0,1,18,4,1,1,0,0,1
38,0,75.8,2,21,3,2,2,0,3,1
36,1,109.0,10,28,4,2,1,3,0,1
118,2,110.0,6,6,3,5,1,0,0,1
2,0,205.0,10,10,4,1,1,0,5,0
66,0,111.92,12,31,4,3,2,0,0,1
50,0,71.33,12,31,3,3,0,0,0,1
55,2,139.5,10,20,4,3,0,0,3,1
22,0,62.0,11,17,2,1,0,0,0,1
42,1,124.79,3,17,4,5,2,0,3,0
5,2,221.0,5,19,4,1,0,0,5,1
92,0,150.3,8,22,4,0,1,0,3,0
81,0,110.16,4,24,4,3,2,1,3,0
38,0,73.1,3,4,4,4,2,3,0,0
17,1,156.0,6,4,4,1,0,0,3,1
76,0,90.95,10,16,3,5,2,0,3,1
86,1,79.2,12,2,4,2,1,3,0,1
16,3,132.33,6,13,4,2,1,0,0,1
125,0,99.9,7,29,4,1,0,0,0,1
48,0,130.0,9,14,3,2,0,0,0,1
35,1,80.3,2,12,4,2,0,0,0,1
71,2,68.07,11,28,4,3,1,0,0,1
142,1,85.5,7,1,4,2,0,3,0,1
47,1,103.05,10,1,4,3,1,0,0,1
23,0,85.6,8,25,4,3,1,0,0,0
51,0,158.0,5,27,4,1,0,0,3,0
3,0,147.67,3,24,4,3,0,0,0,0
14,0,95.0,10,3,2,0,1,0,0,1
43,2,94.5,10,18,4,0,1,0,0,1
153,1,83.85,7,30,4,5,2,0,3,1
0,1,96.0,12,1,4,2,0,0,0,1
40,2,60.48,11,12,4,3,2,3,0,1
9,1,81.0,8,19,4,3,0,0,0,1
8,2,0.0,12,9,1,2,0,0,3,1
228,1,90.9,8,10,4,2,0,0,0,0
0,0,91.0,1,22,4,1,0,0,0,1
39,1,77.5,3,4,4,2,0,0,0,1
32,1,150.0,7,18,3,1,1,0,0,1
138,0,96.3,8,29,4,1,1,0,0,1
102,0,109.0,10,16,3,1,0,1,0,1
207,3,108.9,10,4,4,1,0,0,0,1
5,0,129.65,10,28,4,4,2,0,3,1
72,1,168.3,9,6,4,2,0,0,3,1
16,2,111.35,5,29,4,2,2,0,3,1
45,1,128.4,6,8,4,3,0,0,3,1
2,1,40.0,3,9,2,1,0,0,0,1
261,0,67.5,12,10,4,1,0,3,0,0
17,0,88.0,12,16,4,2,0,3,0,1
0,2,80.0,8,6,4,1,0,0,0,1
145,2,90.95,6,26,4,4,2,0,0,0
244,1,92.4,10,30,4,1,2,3,0,1
15,1,99.0,4,20,4,3,0,0,3,1
57,1,131.58,10,31,4,4,1,0,3,0
3,0,123.0,10,19,2,2,1,0,0,1
17,0,83.4,3,4,4,7,3,3,0,0
29,2,154.93,9,25,4,1,2,0,3,1
14,1,164.0,9,26,4,3,1,0,3,0
83,0,129.5,2,28,3,1,2,0,5,1
273,0,87.0,7,17,3,2,0,1,0,1
54,0,148.33,2,28,4,2,2,0,5,0
29,0,73.21,10,13,4,4,0,0,0,1
85,0,177.3,8,24,4,1,0,0,3,1
4,0,95.0,10,19,2,1,1,0,0,1
4,0,109.0,1,2,3,1,2,1,0,1
117,2,150.45,5,22,4,2,2,0,3,1
1,0,90.0,3,8,4,1,0,3,0,1
62,0,71.4,9,23,3,1,0,0,0,1
223,2,89.25,10,4,4,0,2,0,0,1
39,1,98.1,2,15,4,4,1,0,3,1
8,0,78.0,12,16,4,2,0,3,0,1
194,0,102.85,9,1,4,3,1,0,0,0
268,0,80.75,10,9,3,3,2,0,0,1
174,0,85.5,7,4,4,2,1,3,0,0
63,1,85.0,11,12,4,3,1,0,0,1
11,1,91.0,2,13,4,1,0,0,0,1
107,0,116.1,6,14,4,2,0,3,1,0
13,1,176.67,10,1,4,3,0,0,0,1
0,0,64.0,1,14,3,1,0,0,0,1
164,0,116.1,9,4,4,2,2,3,0,0
26,0,65.0,7,11,2,0,1,0,0,1
1,0,103.0,3,8,4,2,0,0,0,1
11,1,0.0,12,11,1,2,0,0,3,1
57,1,78.69,10,10,4,1,2,3,0,1
0,2,155.0,9,15,4,1,0,0,3,1
78,0,120.49,12,16,3,2,0,1,0,1
141,1,114.3,5,23,4,2,1,0,3,0
34,1,122.45,10,2,4,0,2,0,3,1
41,1,93.45,1,16,4,1,0,0,3,1
0,2,90.0,8,6,4,1,0,0,0,1
32,1,137.52,9,13,4,5,2,0,4,1
28,0,74.7,2,3,4,7,2,0,0,0
8,2,80.85,9,8,4,2,0,0,0,1
239,0,96.3,10,23,4,1,2,0,0,0
0,0,95.0,10,17,2,1,1,0,0,1
32,0,124.25,9,12,4,4,1,0,1,0
79,0,125.38,4,28,4,3,1,0,3,1
58,0,118.8,4,22,4,2,0,0,3,0
25,0,154.0,9,16,4,2,2,0,0,1
19,0,149.0,10,3,4,2,1,0,0,0
88,0,72.25,7,26,3,4,0,0,0,1
64,0,126.9,6,10,4,2,0,0,0,0
14,2,126.0,10,19,4,1,1,0,0,1
3,0,65.0,10,27,2,1,0,0,0,1
6,1,136.0,6,2,4,2,0,0,0,1
0,1,80.3,1,6,4,2,0,0,0,1
6,0,148.0,8,7,4,2,2,3,0,1
1,0,79.0,2,13,2,1,0,0,0,1
21,0,83.2,10,25,4,3,0,3,0,0
21,1,210.0,11,7,4,2,1,0,3,1
36,1,71.3,2,22,4,3,1,3,0,1
41,0,66.88,12,1,4,3,0,3,0,1
0,0,95.0,8,31,3,4,0,0,0,1
418,0,75.0,9,26,3,2,1,0,0,0
37,1,109.0,10,27,4,2,0,3,0,1
36,0,96.9,12,3,4,2,2,0,3,1
12,1,93.0,2,5,4,2,0,0,0,1
131,1,105.3,7,4,4,2,1,0,0,1
42,0,100.5,12,28,4,1,1,0,1,1
76,1,93.6,11,22,4,1,0,0,0,1
90,0,90.0,5,8,3,3,2,1,0,1
66,1,63.75,12,23,3,5,2,0,0,1
60,2,80.1,10,27,4,1,0,3,0,1
11,0,122.13,10,8,4,1,2,0,0,1
47,2,58.94,1,31,4,2,2,0,0,1
1,0,98.0,8,7,4,0,1,3,0,1
5,0,70.84,2,23,4,2,0,0,0,1
43,1,82.72,12,16,4,3,2,3,0,1
271,0,78.3,12,3,3,1,2,0,0,1
60,0,84.45,3,5,4,3,2,0,3,1
2,1,108.0,12,24,4,1,0,0,3,1
0,1,110.0,6,6,3,2,1,0,0,1
